nameWithOwner,url,createdAt,updatedAt,repo_age_days,last_update_days_ago,primaryLanguage,issues_total,closed_issues_total,closed_issues_ratio,merged_pull_requests,releases_total,stargazers,forks
codecrafters-io/build-your-own-x,https://github.com/codecrafters-io/build-your-own-x,2018-05-09T12:03:18Z,2026-02-27T22:16:00Z,2851,0,Markdown,886,653,0.7370203160270881,155,0,469849,44056
sindresorhus/awesome,https://github.com/sindresorhus/awesome,2014-07-11T13:42:37Z,2026-02-27T22:13:03Z,4249,0,,363,347,0.9559228650137741,693,0,441178,33334
freeCodeCamp/freeCodeCamp,https://github.com/freeCodeCamp/freeCodeCamp,2014-12-24T17:49:19Z,2026-02-27T22:00:23Z,4083,0,TypeScript,21133,20938,0.9907727251218473,27691,0,437572,43470
public-apis/public-apis,https://github.com/public-apis/public-apis,2016-03-20T23:49:42Z,2026-02-27T22:23:08Z,3630,0,Python,833,830,0.9963985594237695,1872,0,400885,42933
EbookFoundation/free-programming-books,https://github.com/EbookFoundation/free-programming-books,2013-10-11T06:50:37Z,2026-02-27T22:08:49Z,4522,0,Python,1262,1227,0.9722662440570523,7328,0,383200,65942
kamranahmedse/developer-roadmap,https://github.com/kamranahmedse/developer-roadmap,2017-03-15T13:45:52Z,2026-02-27T21:59:57Z,3271,0,TypeScript,3076,3049,0.991222366710013,4050,1,349848,43714
jwasham/coding-interview-university,https://github.com/jwasham/coding-interview-university,2016-06-06T02:34:12Z,2026-02-27T20:56:40Z,3553,0,,525,454,0.8647619047619047,415,0,337483,81658
donnemartin/system-design-primer,https://github.com/donnemartin/system-design-primer,2017-02-26T16:15:28Z,2026-02-27T22:15:28Z,3288,0,Python,358,110,0.30726256983240224,203,0,336868,54619
vinta/awesome-python,https://github.com/vinta/awesome-python,2014-06-27T21:00:06Z,2026-02-27T22:12:52Z,4263,0,Python,0,0,,637,0,284812,27249
awesome-selfhosted/awesome-selfhosted,https://github.com/awesome-selfhosted/awesome-selfhosted,2015-06-01T02:33:17Z,2026-02-27T22:12:55Z,3924,0,,807,807,1.0,2395,1,275683,12545
996icu/996.ICU,https://github.com/996icu/996.ICU,2019-03-26T07:31:14Z,2026-02-27T18:55:31Z,2530,0,,0,0,,1072,0,275563,20957
practical-tutorials/project-based-learning,https://github.com/practical-tutorials/project-based-learning,2017-04-12T05:07:46Z,2026-02-27T22:09:34Z,3243,0,,227,82,0.36123348017621143,182,0,259671,33827
facebook/react,https://github.com/facebook/react,2013-05-24T16:15:54Z,2026-02-27T22:11:14Z,4662,0,JavaScript,14378,13563,0.9433161774933927,12762,118,243345,50622
openclaw/openclaw,https://github.com/openclaw/openclaw,2025-11-24T10:16:47Z,2026-02-27T22:24:00Z,95,0,TypeScript,13154,9081,0.6903603466626121,2130,56,236508,45591
torvalds/linux,https://github.com/torvalds/linux,2011-09-04T22:48:12Z,2026-02-27T22:22:59Z,5289,0,C,0,0,,0,0,219694,60665
TheAlgorithms/Python,https://github.com/TheAlgorithms/Python,2016-07-16T09:44:01Z,2026-02-27T21:38:55Z,3513,0,Python,1702,1540,0.9048178613396005,3046,0,218206,50105
vuejs/vue,https://github.com/vuejs/vue,2013-07-29T03:24:51Z,2026-02-27T17:01:53Z,4596,0,TypeScript,10027,9668,0.9641966689937169,1136,249,209929,33867
trimstray/the-book-of-secret-knowledge,https://github.com/trimstray/the-book-of-secret-knowledge,2018-06-23T10:43:14Z,2026-02-27T22:22:07Z,2806,0,,0,0,,122,0,208027,12501
ossu/computer-science,https://github.com/ossu/computer-science,2014-05-04T00:18:39Z,2026-02-27T21:17:08Z,4317,0,HTML,665,653,0.9819548872180451,304,0,201710,25066
trekhleb/javascript-algorithms,https://github.com/trekhleb/javascript-algorithms,2018-03-24T07:47:04Z,2026-02-27T21:38:42Z,2897,0,JavaScript,371,233,0.628032345013477,304,0,195702,31122
tensorflow/tensorflow,https://github.com/tensorflow/tensorflow,2015-11-07T01:19:20Z,2026-02-27T21:59:53Z,3765,0,C++,41172,40297,0.9787476926066259,42105,220,193935,75225
ohmyzsh/ohmyzsh,https://github.com/ohmyzsh/ohmyzsh,2009-08-28T18:15:37Z,2026-02-27T21:55:42Z,6027,0,Shell,5030,4889,0.9719681908548707,3509,0,185000,26296
getify/You-Dont-Know-JS,https://github.com/getify/You-Dont-Know-JS,2013-11-16T02:37:24Z,2026-02-27T21:39:23Z,4486,0,,949,949,1.0,370,0,184441,33636
CyC2018/CS-Notes,https://github.com/CyC2018/CS-Notes,2018-02-13T14:56:24Z,2026-02-27T21:36:23Z,2936,0,,577,449,0.7781629116117851,374,0,183727,51174
microsoft/vscode,https://github.com/microsoft/vscode,2015-09-03T20:23:38Z,2026-02-27T21:46:54Z,3830,0,TypeScript,231338,218150,0.9429925044739731,42998,196,182128,38186
Significant-Gravitas/AutoGPT,https://github.com/Significant-Gravitas/AutoGPT,2023-03-16T09:21:07Z,2026-02-27T21:02:38Z,1079,0,Python,3729,3498,0.9380530973451328,3938,93,182075,46209
jackfrued/Python-100-Days,https://github.com/jackfrued/Python-100-Days,2018-03-01T16:05:52Z,2026-02-27T21:00:28Z,2920,0,Jupyter Notebook,710,188,0.2647887323943662,13,0,179071,55464
n8n-io/n8n,https://github.com/n8n-io/n8n,2019-06-22T09:24:21Z,2026-02-27T22:15:08Z,2442,0,TypeScript,8145,7642,0.938244321669736,13964,543,176725,55247
flutter/flutter,https://github.com/flutter/flutter,2015-03-06T22:54:58Z,2026-02-27T22:17:05Z,4010,0,Dart,112334,100158,0.8916089518756565,46836,7,175364,30058
twbs/bootstrap,https://github.com/twbs/bootstrap,2011-07-29T21:19:00Z,2026-02-27T21:37:04Z,5327,0,MDX,22848,22453,0.9827118347338936,9109,94,174006,79081
github/gitignore,https://github.com/github/gitignore,2010-11-08T20:17:14Z,2026-02-27T21:41:45Z,5590,0,,0,0,,1727,0,172714,82802
massgravel/Microsoft-Activation-Scripts,https://github.com/massgravel/Microsoft-Activation-Scripts,2020-01-12T23:03:34Z,2026-02-27T22:16:59Z,2237,0,Batchfile,905,903,0.9977900552486187,5,29,167185,16090
avelino/awesome-go,https://github.com/avelino/awesome-go,2014-07-06T13:42:15Z,2026-02-27T22:12:57Z,4254,0,Go,723,713,0.9861687413554634,3570,0,166172,12987
ollama/ollama,https://github.com/ollama/ollama,2023-06-26T19:39:32Z,2026-02-27T22:23:03Z,977,0,Go,9410,7446,0.7912858660998937,3051,186,163612,14696
AUTOMATIC1111/stable-diffusion-webui,https://github.com/AUTOMATIC1111/stable-diffusion-webui,2022-08-22T14:05:26Z,2026-02-27T21:20:48Z,1285,0,Python,7883,5483,0.6955473804389192,1882,27,161371,30086
jlevy/the-art-of-command-line,https://github.com/jlevy/the-art-of-command-line,2015-05-20T15:11:03Z,2026-02-27T21:31:05Z,3936,0,,258,136,0.5271317829457365,317,0,159974,14765
huggingface/transformers,https://github.com/huggingface/transformers,2018-10-29T13:56:00Z,2026-02-27T21:26:42Z,2678,0,Python,18631,17550,0.9419784230583437,18682,243,157100,32225
Snailclimb/JavaGuide,https://github.com/Snailclimb/JavaGuide,2018-05-07T13:27:00Z,2026-02-27T20:35:02Z,2853,0,Java,1130,1056,0.9345132743362832,1210,0,153908,46119
DigitalPlatDev/FreeDomain,https://github.com/DigitalPlatDev/FreeDomain,2024-05-30T13:23:00Z,2026-02-27T22:04:29Z,638,0,HTML,0,0,,1,0,149663,2590
yt-dlp/yt-dlp,https://github.com/yt-dlp/yt-dlp,2020-10-26T04:22:55Z,2026-02-27T22:17:09Z,1950,0,Python,11088,9284,0.8373015873015873,3226,130,148888,12071
f/prompts.chat,https://github.com/f/prompts.chat,2022-12-05T13:54:13Z,2026-02-27T22:23:02Z,1180,0,HTML,130,126,0.9692307692307692,200,0,148536,19519
airbnb/javascript,https://github.com/airbnb/javascript,2012-11-01T23:13:50Z,2026-02-27T21:08:39Z,4865,0,JavaScript,1398,1298,0.9284692417739628,813,0,148093,26764
langflow-ai/langflow,https://github.com/langflow-ai/langflow,2023-02-08T22:28:03Z,2026-02-27T21:54:48Z,1115,0,Python,3155,2813,0.8916006339144216,5717,280,145129,8500
521xueweihan/HelloGitHub,https://github.com/521xueweihan/HelloGitHub,2016-05-04T06:24:11Z,2026-02-27T22:13:02Z,3586,0,Python,2956,2681,0.9069688768606224,17,62,144054,11134
ytdl-org/youtube-dl,https://github.com/ytdl-org/youtube-dl,2010-10-31T14:35:07Z,2026-02-27T21:06:29Z,5598,0,Python,26818,23189,0.8646804385114475,1646,341,139742,10606
vercel/next.js,https://github.com/vercel/next.js,2016-10-05T23:32:51Z,2026-02-27T22:11:28Z,3431,0,JavaScript,24296,22246,0.9156239710240369,26045,1000,138031,30519
yangshun/tech-interview-handbook,https://github.com/yangshun/tech-interview-handbook,2016-07-05T05:00:48Z,2026-02-27T20:27:27Z,3524,0,TypeScript,120,76,0.6333333333333333,486,0,137890,16463
Genymobile/scrcpy,https://github.com/Genymobile/scrcpy,2017-11-21T18:00:27Z,2026-02-27T22:20:52Z,3020,0,C,5949,3284,0.5520255505126912,123,50,136258,12693
labuladong/fucking-algorithm,https://github.com/labuladong/fucking-algorithm,2020-02-19T09:01:23Z,2026-02-27T19:48:12Z,2200,0,Markdown,961,961,1.0,243,1,132836,23716
golang/go,https://github.com/golang/go,2014-08-19T04:33:40Z,2026-02-27T21:50:25Z,4210,0,Go,70304,60887,0.8660531406463359,1,0,132795,18835
langgenius/dify,https://github.com/langgenius/dify,2023-04-12T07:40:24Z,2026-02-27T21:34:50Z,1052,0,TypeScript,16605,16179,0.9743450767841012,9597,158,130598,20340
microsoft/PowerToys,https://github.com/microsoft/PowerToys,2019-05-01T17:44:02Z,2026-02-27T22:23:01Z,2494,0,C#,38168,30087,0.788278138754978,6321,127,130129,7728
langchain-ai/langchain,https://github.com/langchain-ai/langchain,2022-10-17T02:58:36Z,2026-02-27T22:23:16Z,1229,0,Python,9096,8865,0.9746042216358839,16012,1000,127674,20974
Chalarangelo/30-seconds-of-code,https://github.com/Chalarangelo/30-seconds-of-code,2017-11-29T17:35:03Z,2026-02-27T20:24:37Z,3012,0,JavaScript,300,300,1.0,836,12,126890,12441
x1xhlol/system-prompts-and-models-of-ai-tools,https://github.com/x1xhlol/system-prompts-and-models-of-ai-tools,2025-03-05T16:38:29Z,2026-02-27T22:22:45Z,359,0,,188,102,0.5425531914893617,45,0,125794,32264
facebook/react-native,https://github.com/facebook/react-native,2015-01-09T18:10:16Z,2026-02-27T22:11:20Z,4067,0,C++,27571,26824,0.9729063146059265,953,442,125458,25096
open-webui/open-webui,https://github.com/open-webui/open-webui,2023-10-06T22:08:27Z,2026-02-27T22:11:29Z,875,0,Python,7732,7561,0.977884117951371,3262,149,125156,17719
krahets/hello-algo,https://github.com/krahets/hello-algo,2022-11-04T11:08:34Z,2026-02-27T21:46:02Z,1211,0,Java,282,274,0.9716312056737588,968,10,122513,14855
kubernetes/kubernetes,https://github.com/kubernetes/kubernetes,2014-06-06T22:56:04Z,2026-02-27T20:09:39Z,4283,0,Go,48585,46757,0.9623752186888958,63918,784,120810,42554
electron/electron,https://github.com/electron/electron,2013-04-12T01:47:36Z,2026-02-27T21:28:08Z,4704,0,C++,21462,20723,0.9655670487373031,24452,1000,120233,17017
ripienaar/free-for-dev,https://github.com/ripienaar/free-for-dev,2015-03-18T21:06:26Z,2026-02-27T21:48:33Z,3999,0,HTML,0,0,,2888,0,118165,12138
excalidraw/excalidraw,https://github.com/excalidraw/excalidraw,2020-01-02T01:04:43Z,2026-02-27T22:14:07Z,2248,0,TypeScript,4633,2538,0.5478091949061084,3834,14,117655,12679
justjavac/free-programming-books-zh_CN,https://github.com/justjavac/free-programming-books-zh_CN,2013-11-04T01:59:19Z,2026-02-27T12:38:21Z,4498,0,,0,0,,282,3,116365,28332
nodejs/node,https://github.com/nodejs/node,2014-11-26T19:57:11Z,2026-02-27T19:00:37Z,4111,0,JavaScript,20071,18315,0.9125105874146779,11846,483,115980,34876
anomalyco/opencode,https://github.com/anomalyco/opencode,2025-04-30T20:08:00Z,2026-02-27T22:21:58Z,303,0,TypeScript,9308,4916,0.5281478298238075,2529,725,112440,11256
d3/d3,https://github.com/d3/d3,2010-09-27T17:22:42Z,2026-02-27T22:09:32Z,5632,0,Shell,2239,2229,0.9955337204108977,494,194,112429,22810
iptv-org/iptv,https://github.com/iptv-org/iptv,2018-11-14T22:00:57Z,2026-02-27T22:04:54Z,2662,0,TypeScript,21566,21218,0.9838634888250023,6812,0,112101,5637
mrdoob/three.js,https://github.com/mrdoob/three.js,2010-03-23T18:58:01Z,2026-02-27T22:14:35Z,5820,0,JavaScript,13497,13056,0.9673260724605468,15213,175,111105,36284
rust-lang/rust,https://github.com/rust-lang/rust,2010-06-16T20:39:03Z,2026-02-27T22:01:28Z,5735,0,Rust,61531,50393,0.8189855519981798,69407,146,110768,14541
axios/axios,https://github.com/axios/axios,2014-08-18T22:30:27Z,2026-02-27T21:08:44Z,4211,0,JavaScript,4955,4755,0.9596367305751766,1132,109,108581,11536
rustdesk/rustdesk,https://github.com/rustdesk/rustdesk,2020-09-28T15:36:08Z,2026-02-27T21:50:40Z,1978,0,Rust,3997,3930,0.9832374280710533,3934,35,108259,16115
microsoft/TypeScript,https://github.com/microsoft/TypeScript,2014-06-17T15:28:39Z,2026-02-27T21:37:36Z,4273,0,TypeScript,42955,37982,0.884227680130369,14851,214,107965,13237
Hack-with-Github/Awesome-Hacking,https://github.com/Hack-with-Github/Awesome-Hacking,2016-03-30T15:47:10Z,2026-02-27T21:17:41Z,3621,0,,0,0,,34,0,107428,10032
shadcn-ui/ui,https://github.com/shadcn-ui/ui,2023-01-04T12:43:27Z,2026-02-27T22:06:27Z,1150,0,TypeScript,3920,2931,0.747704081632653,999,75,107427,7968
microsoft/generative-ai-for-beginners,https://github.com/microsoft/generative-ai-for-beginners,2023-06-19T16:28:59Z,2026-02-27T22:23:38Z,984,0,Jupyter Notebook,206,201,0.9757281553398058,521,0,107183,57448
godotengine/godot,https://github.com/godotengine/godot,2014-01-04T16:05:36Z,2026-02-27T21:45:49Z,4437,0,C++,61180,48223,0.7882151029748283,41353,66,107151,24437
GrowingGit/GitHub-Chinese-Top-Charts,https://github.com/GrowingGit/GitHub-Chinese-Top-Charts,2019-09-05T03:01:56Z,2026-02-27T21:22:49Z,2367,0,Java,343,162,0.47230320699708456,0,0,106366,13499
denoland/deno,https://github.com/denoland/deno,2018-05-15T01:34:26Z,2026-02-27T21:40:17Z,2845,0,Rust,13941,11510,0.8256222652607417,14206,365,106282,5907
goldbergyoni/nodebestpractices,https://github.com/goldbergyoni/nodebestpractices,2017-09-15T08:33:19Z,2026-02-27T21:48:25Z,3087,0,Dockerfile,332,286,0.8614457831325302,766,0,105134,10691
fatedier/frp,https://github.com/fatedier/frp,2015-12-21T15:24:59Z,2026-02-27T21:11:18Z,3721,0,Go,4053,4017,0.9911176905995559,727,109,104729,14912
Comfy-Org/ComfyUI,https://github.com/Comfy-Org/ComfyUI,2023-01-17T03:15:56Z,2026-02-27T22:02:09Z,1137,0,Python,7921,4478,0.5653326600176746,2163,121,104401,11933
facebook/create-react-app,https://github.com/facebook/create-react-app,2016-07-17T14:55:11Z,2026-02-27T22:12:41Z,3512,0,JavaScript,8420,6573,0.7806413301662708,1949,83,103831,27124
papers-we-love/papers-we-love,https://github.com/papers-we-love/papers-we-love,2013-12-15T14:31:41Z,2026-02-27T19:22:07Z,4457,0,Shell,247,245,0.9919028340080972,439,0,103667,6280
tauri-apps/tauri,https://github.com/tauri-apps/tauri,2019-07-13T09:09:37Z,2026-02-27T22:14:25Z,2421,0,Rust,6158,4904,0.7963624553426437,5388,0,103389,3410
microsoft/terminal,https://github.com/microsoft/terminal,2017-08-11T18:38:22Z,2026-02-27T22:19:57Z,3122,0,C++,13806,12164,0.8810662031001014,4371,146,101934,9094
deepseek-ai/DeepSeek-V3,https://github.com/deepseek-ai/DeepSeek-V3,2024-12-26T09:52:40Z,2026-02-27T22:21:08Z,428,0,Python,715,670,0.9370629370629371,25,1,101777,16542
angular/angular,https://github.com/angular/angular,2014-09-18T16:12:01Z,2026-02-27T21:48:36Z,4180,0,TypeScript,30358,29362,0.9671915145925292,5608,606,100031,27095
jaywcjlove/awesome-mac,https://github.com/jaywcjlove/awesome-mac,2016-07-17T15:33:47Z,2026-02-27T22:13:08Z,3512,0,JavaScript,509,378,0.7426326129666012,1075,13,99326,7436
clash-verge-rev/clash-verge-rev,https://github.com/clash-verge-rev/clash-verge-rev,2023-11-21T18:24:03Z,2026-02-27T22:07:16Z,829,0,TypeScript,4973,4818,0.9688316911321134,743,62,99216,7237
Anduin2017/HowToCook,https://github.com/Anduin2017/HowToCook,2020-02-29T10:43:49Z,2026-02-27T17:48:20Z,2190,0,Dockerfile,826,364,0.4406779661016949,613,4,98334,10839
supabase/supabase,https://github.com/supabase/supabase,2019-10-12T05:56:49Z,2026-02-27T22:01:54Z,2330,0,TypeScript,5219,4949,0.9482659513316727,15478,25,98270,11664
mtdvio/every-programmer-should-know,https://github.com/mtdvio/every-programmer-should-know,2017-08-24T13:18:26Z,2026-02-27T22:13:58Z,3109,0,,44,31,0.7045454545454546,110,0,98089,8660
mui/material-ui,https://github.com/mui/material-ui,2014-08-18T19:11:54Z,2026-02-27T21:57:34Z,4211,0,JavaScript,20343,18748,0.9215946517229514,21459,555,97977,32726
pytorch/pytorch,https://github.com/pytorch/pytorch,2016-08-13T05:26:41Z,2026-02-27T21:57:01Z,3485,0,Python,56991,40910,0.7178326402414417,6428,64,97804,27012
Shubhamsaboo/awesome-llm-apps,https://github.com/Shubhamsaboo/awesome-llm-apps,2024-04-29T05:30:25Z,2026-02-27T22:23:45Z,669,0,Python,119,119,1.0,169,0,97714,14230
ant-design/ant-design,https://github.com/ant-design/ant-design,2015-04-24T15:37:24Z,2026-02-27T21:57:36Z,3962,0,TypeScript,32384,31090,0.9600419960474308,17014,740,97632,54529
2dust/v2rayN,https://github.com/2dust/v2rayN,2019-07-30T03:47:24Z,2026-02-27T22:00:01Z,2404,0,C#,6581,6564,0.9974168059565416,384,298,97532,14217
neovim/neovim,https://github.com/neovim/neovim,2014-01-31T13:39:22Z,2026-02-27T22:09:48Z,4410,0,Vim Script,13735,12087,0.8800145613396433,17687,48,96815,6604
ggml-org/llama.cpp,https://github.com/ggml-org/llama.cpp,2023-03-10T18:58:00Z,2026-02-27T21:49:37Z,1085,0,C++,7054,6636,0.9407428409413099,7446,1000,96091,15106
google-gemini/gemini-cli,https://github.com/google-gemini/gemini-cli,2025-04-17T17:04:31Z,2026-02-27T22:20:32Z,316,0,TypeScript,10450,8450,0.8086124401913876,5140,383,95912,11713
fastapi/fastapi,https://github.com/fastapi/fastapi,2018-12-08T08:21:47Z,2026-02-27T21:40:43Z,2638,0,Python,3507,3496,0.9968634160250927,3149,267,95667,8755
nvbn/thefuck,https://github.com/nvbn/thefuck,2015-04-08T15:08:04Z,2026-02-27T19:30:33Z,3978,0,Python,773,477,0.6170763260025873,481,17,95562,3845
microsoft/Web-Dev-For-Beginners,https://github.com/microsoft/Web-Dev-For-Beginners,2020-11-10T02:44:00Z,2026-02-27T22:09:18Z,1935,0,JavaScript,415,361,0.8698795180722891,654,0,95351,15181
openai/whisper,https://github.com/openai/whisper,2022-09-16T20:02:54Z,2026-02-27T22:21:50Z,1260,0,Python,0,0,,119,13,95196,11803
ryanmcdermott/clean-code-javascript,https://github.com/ryanmcdermott/clean-code-javascript,2016-11-25T22:25:41Z,2026-02-27T17:58:12Z,3381,0,JavaScript,244,164,0.6721311475409836,149,0,94308,12504
tailwindlabs/tailwindcss,https://github.com/tailwindlabs/tailwindcss,2017-10-06T14:59:14Z,2026-02-27T21:33:19Z,3066,0,TypeScript,4767,4718,0.9897209985315712,3302,300,93822,5088
iluwatar/java-design-patterns,https://github.com/iluwatar/java-design-patterns,2014-08-09T16:45:18Z,2026-02-27T14:40:46Z,4220,0,Java,977,839,0.8587512794268168,1520,0,93787,27382
puppeteer/puppeteer,https://github.com/puppeteer/puppeteer,2017-05-09T22:16:13Z,2026-02-27T17:45:30Z,3216,0,TypeScript,7320,7061,0.9646174863387978,5820,644,93673,9380
immich-app/immich,https://github.com/immich-app/immich,2022-02-03T15:56:27Z,2026-02-27T22:22:57Z,1485,0,TypeScript,7973,7448,0.9341527655838455,8660,287,93660,4980
nvm-sh/nvm,https://github.com/nvm-sh/nvm,2010-04-15T17:47:47Z,2026-02-27T21:23:32Z,5797,0,Shell,2392,2062,0.8620401337792643,741,71,91901,9914
deepseek-ai/DeepSeek-R1,https://github.com/deepseek-ai/DeepSeek-R1,2025-01-20T11:57:28Z,2026-02-27T20:13:41Z,403,0,,690,662,0.9594202898550724,10,1,91881,11771
florinpop17/app-ideas,https://github.com/florinpop17/app-ideas,2019-02-25T18:36:56Z,2026-02-27T22:19:31Z,2559,0,,195,51,0.26153846153846155,151,0,90779,10305
PanJiaChen/vue-element-admin,https://github.com/PanJiaChen/vue-element-admin,2017-04-17T03:35:49Z,2026-02-27T11:51:03Z,3238,0,Vue,3613,2356,0.6520896761693883,311,49,90279,30616
storybookjs/storybook,https://github.com/storybookjs/storybook,2016-03-18T04:23:44Z,2026-02-27T22:23:57Z,3633,0,TypeScript,14148,12029,0.8502261803788521,12252,1000,89328,9876
bitcoin/bitcoin,https://github.com/bitcoin/bitcoin,2010-12-19T15:16:43Z,2026-02-27T19:59:49Z,5549,0,C++,8999,8632,0.9592176908545393,16150,63,88290,38780
gin-gonic/gin,https://github.com/gin-gonic/gin,2014-06-16T23:57:25Z,2026-02-27T21:08:13Z,4273,0,Go,2381,1781,0.748005039899202,1211,28,88159,8560
microsoft/markitdown,https://github.com/microsoft/markitdown,2024-11-13T19:56:40Z,2026-02-27T22:08:24Z,471,0,Python,383,83,0.21671018276762402,170,18,87755,5127
oven-sh/bun,https://github.com/oven-sh/bun,2021-04-14T00:48:17Z,2026-02-27T21:05:50Z,1780,0,Zig,15691,10841,0.6909056146835766,7112,210,87702,4110
ChatGPTNextWeb/NextChat,https://github.com/ChatGPTNextWeb/NextChat,2023-03-10T18:27:54Z,2026-02-27T22:16:02Z,1085,0,TypeScript,3581,2899,0.8095504049148282,894,77,87396,60306
django/django,https://github.com/django/django,2012-04-28T02:47:18Z,2026-02-27T22:12:15Z,5053,0,Python,0,0,,10309,0,86948,33698
gohugoio/hugo,https://github.com/gohugoio/hugo,2013-07-04T15:26:26Z,2026-02-27T21:10:34Z,4621,0,Go,8029,7788,0.9699838086934861,3234,365,86817,8198
firecrawl/firecrawl,https://github.com/firecrawl/firecrawl,2024-04-15T21:02:29Z,2026-02-27T22:25:04Z,683,0,TypeScript,820,777,0.947560975609756,1340,32,86414,6171
opencv/opencv,https://github.com/opencv/opencv,2012-07-19T09:40:17Z,2026-02-27T21:04:56Z,4971,0,C++,11425,8857,0.7752297592997812,13493,67,86336,56525
mermaid-js/mermaid,https://github.com/mermaid-js/mermaid,2014-11-01T23:52:32Z,2026-02-27T22:02:34Z,4135,0,TypeScript,3575,2195,0.6139860139860139,2569,179,86331,8667
rasbt/LLMs-from-scratch,https://github.com/rasbt/LLMs-from-scratch,2023-07-23T18:15:57Z,2026-02-27T20:20:30Z,950,0,Jupyter Notebook,215,215,1.0,479,0,86196,13068
sveltejs/svelte,https://github.com/sveltejs/svelte,2016-11-20T18:13:05Z,2026-02-27T20:42:00Z,3386,0,JavaScript,8917,8004,0.8976113042503084,6502,604,85935,4785
home-assistant/core,https://github.com/home-assistant/core,2013-09-17T07:29:48Z,2026-02-27T22:18:18Z,4546,0,Python,68105,65232,0.9578151383892519,82354,1000,85044,36861
3b1b/manim,https://github.com/3b1b/manim,2015-03-22T18:50:58Z,2026-02-27T21:01:55Z,3995,0,Python,1223,765,0.6255110384300899,661,13,84882,7147
ruanyf/weekly,https://github.com/ruanyf/weekly,2018-10-13T12:36:07Z,2026-02-27T19:04:17Z,2694,0,,8418,1272,0.1511047754811119,105,0,84805,3890
microsoft/ML-For-Beginners,https://github.com/microsoft/ML-For-Beginners,2021-03-03T01:34:05Z,2026-02-27T20:38:19Z,1822,0,Jupyter Notebook,158,158,1.0,445,0,84029,20112
laravel/laravel,https://github.com/laravel/laravel,2011-06-08T03:06:08Z,2026-02-27T17:54:18Z,5378,0,Blade,0,0,,1670,211,83816,24680
louislam/uptime-kuma,https://github.com/louislam/uptime-kuma,2021-07-03T01:02:42Z,2026-02-27T21:20:47Z,1700,0,JavaScript,4628,3972,0.8582541054451167,1669,124,83359,7449
microsoft/playwright,https://github.com/microsoft/playwright,2019-11-15T18:32:42Z,2026-02-27T22:13:59Z,2296,0,TypeScript,17073,16491,0.9659110876823054,16233,158,83164,5201
MunGell/awesome-for-beginners,https://github.com/MunGell/awesome-for-beginners,2015-10-24T19:53:36Z,2026-02-27T22:12:10Z,3779,0,,203,188,0.9261083743842364,469,0,83003,7763
macrozheng/mall,https://github.com/macrozheng/mall,2018-04-04T01:11:44Z,2026-02-27T17:33:23Z,2886,0,Java,500,489,0.978,1,3,82974,29658
realworld-apps/realworld,https://github.com/realworld-apps/realworld,2016-02-26T20:49:53Z,2026-02-27T17:55:24Z,3654,0,TypeScript,545,511,0.9376146788990826,434,0,82892,7562
animate-css/animate.css,https://github.com/animate-css/animate.css,2011-10-12T10:07:38Z,2026-02-27T21:59:02Z,5252,0,CSS,883,843,0.9546998867497168,315,22,82614,16097
punkpeye/awesome-mcp-servers,https://github.com/punkpeye/awesome-mcp-servers,2024-11-30T04:49:10Z,2026-02-27T22:01:58Z,454,0,,187,148,0.7914438502673797,1369,0,81736,7617
bregman-arie/devops-exercises,https://github.com/bregman-arie/devops-exercises,2019-10-03T17:31:21Z,2026-02-27T21:40:39Z,2339,0,Python,103,69,0.6699029126213593,309,0,81296,18746
tonsky/FiraCode,https://github.com/tonsky/FiraCode,2014-11-11T19:32:38Z,2026-02-27T17:05:49Z,4126,0,Clojure,1380,959,0.6949275362318841,141,29,81217,3182
DopplerHQ/awesome-interview-questions,https://github.com/DopplerHQ/awesome-interview-questions,2015-11-28T09:48:17Z,2026-02-27T20:55:57Z,3744,0,,61,34,0.5573770491803278,175,0,81140,9367
syncthing/syncthing,https://github.com/syncthing/syncthing,2013-11-26T09:48:21Z,2026-02-27T20:48:10Z,4476,0,Go,5851,5481,0.9367629465048709,2836,460,80371,4946
spring-projects/spring-boot,https://github.com/spring-projects/spring-boot,2012-10-19T15:02:57Z,2026-02-27T22:19:58Z,4879,0,Java,41327,40851,0.988482106129165,42,339,80117,41868
astral-sh/uv,https://github.com/astral-sh/uv,2023-10-02T20:24:11Z,2026-02-27T22:04:10Z,879,0,Rust,8583,6232,0.7260864499592217,8446,258,79962,2611
ByteByteGoHq/system-design-101,https://github.com/ByteByteGoHq/system-design-101,2023-09-18T20:52:03Z,2026-02-27T21:40:27Z,893,0,,57,18,0.3157894736842105,23,0,79863,8758
hacksider/Deep-Live-Cam,https://github.com/hacksider/Deep-Live-Cam,2023-09-24T13:19:31Z,2026-02-27T21:18:23Z,887,0,Python,1111,1029,0.9261926192619262,98,10,79703,11624
modelcontextprotocol/servers,https://github.com/modelcontextprotocol/servers,2024-11-19T01:10:17Z,2026-02-27T22:04:31Z,465,0,TypeScript,822,560,0.681265206812652,1177,24,79612,9688
browser-use/browser-use,https://github.com/browser-use/browser-use,2024-10-31T16:00:56Z,2026-02-27T22:04:33Z,484,0,Python,1394,1244,0.8923959827833573,1650,117,79152,9364
fighting41love/funNLP,https://github.com/fighting41love/funNLP,2018-08-21T11:20:39Z,2026-02-27T16:34:45Z,2747,0,Python,84,47,0.5595238095238095,14,0,79110,15144
