nameWithOwner,url,createdAt,updatedAt,repo_age_days,last_update_days_ago,primaryLanguage,issues_total,closed_issues_total,closed_issues_ratio,merged_pull_requests,releases_total,stargazers,forks
qbittorrent/qBittorrent,https://github.com/qbittorrent/qBittorrent,2012-02-04T09:37:46Z,2026-02-27T20:49:03Z,5137,0,C++,17266,14816,0.8581026294451524,4108,0,35732,4581
ShareX/ShareX,https://github.com/ShareX/ShareX,2013-10-08T23:32:10Z,2026-02-27T21:55:46Z,4524,0,C#,7173,6602,0.9203959291788651,772,85,35724,3616
deepseek-ai/awesome-deepseek-integration,https://github.com/deepseek-ai/awesome-deepseek-integration,2024-01-11T02:43:17Z,2026-02-27T21:32:09Z,778,0,,154,153,0.9935064935064936,289,0,35704,3974
fastify/fastify,https://github.com/fastify/fastify,2016-09-28T19:10:14Z,2026-02-27T15:18:10Z,3439,0,JavaScript,2145,2069,0.9645687645687646,3253,306,35695,2599
doocs/leetcode,https://github.com/doocs/leetcode,2018-09-16T14:03:03Z,2026-02-27T20:21:58Z,2721,0,Java,58,58,1.0,4453,21,35693,9379
jondot/awesome-react-native,https://github.com/jondot/awesome-react-native,2015-03-26T19:58:06Z,2026-02-27T18:40:52Z,3991,0,JavaScript,73,36,0.4931506849315068,912,0,35614,4027
servo/servo,https://github.com/servo/servo,2012-02-08T19:07:25Z,2026-02-27T22:10:39Z,5133,0,Rust,15198,12316,0.8103697854980918,22985,4,35589,3490
junegunn/vim-plug,https://github.com/junegunn/vim-plug,2013-09-10T14:58:51Z,2026-02-27T21:34:03Z,4553,0,Vim Script,1041,972,0.9337175792507204,179,8,35583,1950
airbnb/lottie-android,https://github.com/airbnb/lottie-android,2016-10-06T22:42:42Z,2026-02-27T10:23:29Z,3430,0,Java,1807,1754,0.9706696181516326,720,63,35578,5443
jaywcjlove/linux-command,https://github.com/jaywcjlove/linux-command,2016-11-12T15:44:26Z,2026-02-27T15:44:04Z,3394,0,Markdown,209,133,0.6363636363636364,370,32,35567,6586
veggiemonk/awesome-docker,https://github.com/veggiemonk/awesome-docker,2014-09-21T17:01:48Z,2026-02-27T20:35:23Z,4177,0,,138,134,0.9710144927536232,989,1,35541,3252
YunaiV/ruoyi-vue-pro,https://github.com/YunaiV/ruoyi-vue-pro,2021-01-24T03:18:25Z,2026-02-27T22:28:57Z,1860,0,Java,741,738,0.9959514170040485,73,54,35536,7689
mattermost/mattermost,https://github.com/mattermost/mattermost,2015-06-15T06:50:02Z,2026-02-27T22:26:42Z,3910,0,TypeScript,9193,8652,0.9411508756662678,20500,933,35495,8363
alvarotrigo/fullPage.js,https://github.com/alvarotrigo/fullPage.js,2013-09-20T11:58:29Z,2026-02-27T16:36:31Z,4543,0,JavaScript,4151,4041,0.9735003613587088,326,108,35484,7175
amruthpillai/reactive-resume,https://github.com/amruthpillai/reactive-resume,2020-03-25T14:08:22Z,2026-02-27T20:27:45Z,2165,0,TypeScript,1833,1793,0.9781778505182761,723,109,35468,3904
umami-software/umami,https://github.com/umami-software/umami,2020-07-17T07:59:00Z,2026-02-27T18:13:45Z,2051,0,TypeScript,2066,1970,0.9535333978702807,867,106,35435,6533
XTLS/Xray-core,https://github.com/XTLS/Xray-core,2020-11-09T11:23:10Z,2026-02-27T21:45:55Z,1936,0,Go,2771,2750,0.9924215084806929,1201,106,35404,5001
xyflow/xyflow,https://github.com/xyflow/xyflow,2019-07-15T14:47:30Z,2026-02-27T22:12:16Z,2419,0,TypeScript,2366,2274,0.9611158072696534,1468,369,35392,2309
nativefier/nativefier,https://github.com/nativefier/nativefier,2015-07-05T05:56:42Z,2026-02-27T17:50:24Z,3890,0,TypeScript,1237,982,0.793856103476152,261,99,35356,2246
ueberdosis/tiptap,https://github.com/ueberdosis/tiptap,2018-08-20T19:58:58Z,2026-02-27T21:28:52Z,2748,0,TypeScript,3515,2713,0.7718349928876245,1503,950,35351,2887
nextlevelbuilder/ui-ux-pro-max-skill,https://github.com/nextlevelbuilder/ui-ux-pro-max-skill,2025-11-30T11:36:31Z,2026-02-27T22:25:12Z,89,0,Python,67,26,0.3880597014925373,60,14,35281,3476
vadimdemedes/ink,https://github.com/vadimdemedes/ink,2017-06-12T06:12:28Z,2026-02-27T21:41:50Z,3182,0,TypeScript,409,392,0.9584352078239609,286,72,35259,854
solidjs/solid,https://github.com/solidjs/solid,2018-04-24T16:36:27Z,2026-02-27T17:48:17Z,2866,0,TypeScript,1121,1012,0.9027653880463872,395,35,35240,1038
sahat/hackathon-starter,https://github.com/sahat/hackathon-starter,2013-11-13T17:24:12Z,2026-02-27T22:04:09Z,4489,0,JavaScript,717,716,0.99860529986053,442,18,35210,8182
code-yeongyu/oh-my-opencode,https://github.com/code-yeongyu/oh-my-opencode,2025-12-03T01:40:05Z,2026-02-27T22:25:42Z,86,0,TypeScript,1122,953,0.8493761140819964,599,146,35172,2657
unknwon/the-way-to-go_ZH_CN,https://github.com/unknwon/the-way-to-go_ZH_CN,2013-03-24T17:18:38Z,2026-02-27T13:17:12Z,4723,0,Go,0,0,,592,0,35164,8573
hashicorp/vault,https://github.com/hashicorp/vault,2015-02-25T00:15:59Z,2026-02-27T22:03:46Z,4020,0,Go,6499,5288,0.8136636405600862,21322,174,35119,4606
bumptech/glide,https://github.com/bumptech/glide,2013-07-08T22:52:33Z,2026-02-27T13:54:37Z,4616,0,Java,4517,3935,0.8711534204117777,605,54,35029,6181
jax-ml/jax,https://github.com/jax-ml/jax,2018-10-25T21:25:02Z,2026-02-27T22:16:20Z,2682,0,Python,6869,5190,0.7555684961420877,17652,133,34963,3442
geekan/HowToLiveLonger,https://github.com/geekan/HowToLiveLonger,2022-04-16T04:15:18Z,2026-02-27T10:38:28Z,1413,0,,140,103,0.7357142857142858,14,0,34940,2384
sorrycc/awesome-javascript,https://github.com/sorrycc/awesome-javascript,2014-07-01T15:59:02Z,2026-02-27T11:14:14Z,4259,0,,92,88,0.9565217391304348,404,0,34921,4521
zsh-users/zsh-autosuggestions,https://github.com/zsh-users/zsh-autosuggestions,2013-10-26T16:09:37Z,2026-02-27T19:57:35Z,4507,0,Shell,620,458,0.7387096774193549,116,0,34921,1924
DioxusLabs/dioxus,https://github.com/DioxusLabs/dioxus,2021-01-15T01:57:26Z,2026-02-27T22:00:55Z,1869,0,Rust,2441,1849,0.7574764440802949,1969,33,34918,1560
pbatard/rufus,https://github.com/pbatard/rufus,2011-11-19T19:12:05Z,2026-02-27T21:25:39Z,5214,0,C,2622,2613,0.9965675057208238,1,88,34875,2968
netty/netty,https://github.com/netty/netty,2010-11-09T09:22:21Z,2026-02-27T19:30:46Z,5589,0,Java,6845,6276,0.9168736303871439,5042,0,34828,16289
typicode/husky,https://github.com/typicode/husky,2014-06-23T12:14:21Z,2026-02-27T20:27:19Z,4267,0,JavaScript,1110,1031,0.9288288288288288,262,80,34821,1078
LizardByte/Sunshine,https://github.com/LizardByte/Sunshine,2021-12-15T23:38:57Z,2026-02-27T20:39:23Z,1534,0,C++,1176,1102,0.9370748299319728,1708,45,34803,1722
TriliumNext/Trilium,https://github.com/TriliumNext/Trilium,2017-05-23T00:30:20Z,2026-02-27T22:17:22Z,3202,0,TypeScript,5158,4308,0.8352074447460256,1775,347,34798,2311
BVLC/caffe,https://github.com/BVLC/caffe,2013-09-12T18:39:48Z,2026-02-26T21:52:33Z,4551,1,C++,4801,3903,0.8129556342428661,1087,14,34778,18563
geekcomputers/Python,https://github.com/geekcomputers/Python,2011-11-30T09:04:08Z,2026-02-27T21:38:44Z,5203,0,Python,529,159,0.3005671077504726,2014,0,34777,12907
fxsjy/jieba,https://github.com/fxsjy/jieba,2012-09-29T07:52:01Z,2026-02-27T17:31:42Z,4899,0,Python,873,231,0.2646048109965636,96,9,34766,6713
ryanhanwu/How-To-Ask-Questions-The-Smart-Way,https://github.com/ryanhanwu/How-To-Ask-Questions-The-Smart-Way,2015-03-28T16:52:40Z,2026-02-27T21:06:39Z,3989,0,JavaScript,30,20,0.6666666666666666,98,0,34613,5785
RVC-Project/Retrieval-based-Voice-Conversion-WebUI,https://github.com/RVC-Project/Retrieval-based-Voice-Conversion-WebUI,2023-03-27T09:59:10Z,2026-02-27T21:43:48Z,1068,0,Python,1994,1313,0.6584754262788365,477,7,34586,4908
mouredev/Hello-Python,https://github.com/mouredev/Hello-Python,2022-08-03T17:14:53Z,2026-02-27T21:15:23Z,1304,0,Python,423,404,0.9550827423167849,0,0,34564,2255
laravel/framework,https://github.com/laravel/framework,2013-01-10T21:27:28Z,2026-02-27T16:38:25Z,4796,0,PHP,19153,19102,0.9973372317652587,17538,911,34539,11792
alan2207/bulletproof-react,https://github.com/alan2207/bulletproof-react,2021-05-30T14:47:16Z,2026-02-27T18:02:27Z,1734,0,TypeScript,117,77,0.6581196581196581,70,0,34530,3149
Textualize/textual,https://github.com/Textualize/textual,2021-04-08T15:24:47Z,2026-02-27T22:11:38Z,1786,0,Python,2348,2153,0.9169505962521295,2280,210,34516,1110
xinntao/Real-ESRGAN,https://github.com/xinntao/Real-ESRGAN,2021-07-19T03:23:30Z,2026-02-27T22:22:34Z,1684,0,Python,751,174,0.23169107856191745,21,10,34448,4270
kuchin/awesome-cto,https://github.com/kuchin/awesome-cto,2016-12-16T19:22:18Z,2026-02-27T18:45:58Z,3360,0,,11,11,1.0,18,0,34389,2158
jaredpalmer/formik,https://github.com/jaredpalmer/formik,2017-06-14T19:50:59Z,2026-02-27T10:23:48Z,3180,0,TypeScript,2268,1562,0.6887125220458554,836,200,34384,2790
nodejs/node-v0.x-archive,https://github.com/nodejs/node-v0.x-archive,2009-05-27T16:29:46Z,2026-02-26T20:27:11Z,6120,1,,6379,6379,1.0,218,0,34341,7268
xitu/gold-miner,https://github.com/xitu/gold-miner,2015-11-04T03:29:13Z,2026-02-27T09:00:32Z,3768,0,,5602,5591,0.9980364155658693,3563,0,34341,5034
directus/directus,https://github.com/directus/directus,2012-12-12T01:35:36Z,2026-02-27T21:54:19Z,4825,0,TypeScript,9729,9374,0.9635111522253058,8517,356,34312,4581
python-poetry/poetry,https://github.com/python-poetry/poetry,2018-02-28T15:23:47Z,2026-02-27T19:30:32Z,2921,0,Python,6316,5809,0.9197276757441418,2424,147,34284,2408
schollz/croc,https://github.com/schollz/croc,2017-10-17T15:20:18Z,2026-02-27T20:06:02Z,3055,0,Go,563,561,0.9964476021314387,283,180,34251,1350
chenfei-wu/TaskMatrix,https://github.com/chenfei-wu/TaskMatrix,2023-03-02T09:04:28Z,2026-02-27T14:21:37Z,1093,0,Python,357,136,0.38095238095238093,21,0,34249,3257
mpv-player/mpv,https://github.com/mpv-player/mpv,2012-10-13T08:08:44Z,2026-02-27T21:43:07Z,4885,0,C,10829,9857,0.9102410194847169,3770,88,34235,3239
danny-avila/LibreChat,https://github.com/danny-avila/LibreChat,2023-02-12T01:06:52Z,2026-02-27T22:17:16Z,1111,0,TypeScript,4159,3922,0.9430151478720846,2854,78,34187,6901
pnpm/pnpm,https://github.com/pnpm/pnpm,2016-01-28T07:40:43Z,2026-02-27T22:19:44Z,3683,0,TypeScript,5210,3199,0.6140115163147792,2995,1000,34183,1333
nextcloud/server,https://github.com/nextcloud/server,2016-06-02T07:44:14Z,2026-02-27T22:08:10Z,3557,0,PHP,20828,18352,0.8811215671211831,30884,405,34183,4727
testerSunshine/12306,https://github.com/testerSunshine/12306,2017-05-17T12:23:40Z,2026-02-27T07:47:49Z,3208,0,Python,690,466,0.6753623188405797,31,1,34182,9709
zenorocha/clipboard.js,https://github.com/zenorocha/clipboard.js,2015-09-18T23:04:55Z,2026-02-27T16:51:54Z,3814,0,JavaScript,629,618,0.9825119236883942,117,42,34178,3930
gchq/CyberChef,https://github.com/gchq/CyberChef,2016-11-28T10:34:07Z,2026-02-27T19:52:39Z,3378,0,JavaScript,1102,660,0.5989110707803993,547,451,34166,3856
refinedev/refine,https://github.com/refinedev/refine,2021-01-20T12:01:32Z,2026-02-27T21:10:28Z,1864,0,TypeScript,1723,1709,0.991874637260592,4638,1000,34143,2945
facebookresearch/detectron2,https://github.com/facebookresearch/detectron2,2019-09-05T21:30:20Z,2026-02-27T18:22:48Z,2367,0,Python,3569,3096,0.8674698795180723,0,10,34137,7904
xkcoding/spring-boot-demo,https://github.com/xkcoding/spring-boot-demo,2017-11-10T06:27:29Z,2026-02-27T07:39:10Z,3031,0,Java,173,73,0.42196531791907516,15,0,34091,11000
hyprwm/Hyprland,https://github.com/hyprwm/Hyprland,2022-03-16T19:49:13Z,2026-02-27T22:29:16Z,1444,0,C++,7462,7404,0.9922272849102117,2238,106,34080,1580
TheAlgorithms/JavaScript,https://github.com/TheAlgorithms/JavaScript,2017-07-13T06:12:33Z,2026-02-27T17:32:34Z,3151,0,JavaScript,223,202,0.905829596412556,798,0,34079,5831
SeleniumHQ/selenium,https://github.com/SeleniumHQ/selenium,2013-01-14T21:40:56Z,2026-02-27T19:30:37Z,4792,0,Java,11127,11008,0.9893052934303945,3628,114,34053,8658
atlassian/react-beautiful-dnd,https://github.com/atlassian/react-beautiful-dnd,2017-08-09T03:37:15Z,2026-02-27T11:26:28Z,3124,0,JavaScript,1619,1047,0.6466954910438543,531,68,34049,2729
anoma/anoma,https://github.com/anoma/anoma,2021-02-02T10:00:16Z,2026-02-27T19:37:17Z,1851,0,Elixir,713,630,0.8835904628330996,897,12,34040,4113
microsoft/Data-Science-For-Beginners,https://github.com/microsoft/Data-Science-For-Beginners,2021-03-03T16:30:15Z,2026-02-27T19:21:35Z,1822,0,Jupyter Notebook,134,134,1.0,447,0,34016,6968
qishibo/AnotherRedisDesktopManager,https://github.com/qishibo/AnotherRedisDesktopManager,2019-01-08T06:01:56Z,2026-02-27T15:25:27Z,2607,0,JavaScript,1100,936,0.850909090909091,152,53,33959,2697
ehang-io/nps,https://github.com/ehang-io/nps,2018-11-04T13:22:51Z,2026-02-27T12:39:56Z,2672,0,Go,1204,697,0.5789036544850499,74,59,33932,6083
google/langextract,https://github.com/google/langextract,2025-07-08T20:46:06Z,2026-02-27T22:26:01Z,234,0,Python,180,91,0.5055555555555555,78,12,33922,2266
google-ai-edge/mediapipe,https://github.com/google-ai-edge/mediapipe,2019-06-13T19:16:41Z,2026-02-27T21:48:50Z,2451,0,C++,5614,5174,0.9216245101531885,201,64,33911,5809
TheAlgorithms/C-Plus-Plus,https://github.com/TheAlgorithms/C-Plus-Plus,2016-07-16T10:19:45Z,2026-02-27T21:46:53Z,3513,0,C++,331,323,0.9758308157099698,705,0,33892,7736
ashishps1/awesome-system-design-resources,https://github.com/ashishps1/awesome-system-design-resources,2023-10-25T01:50:42Z,2026-02-27T22:13:09Z,856,0,Java,30,26,0.8666666666666667,3,0,33883,7512
zxing/zxing,https://github.com/zxing/zxing,2011-10-12T14:07:27Z,2026-02-27T13:54:16Z,5252,0,Java,1340,1336,0.9970149253731343,345,32,33870,9428
ajeetdsouza/zoxide,https://github.com/ajeetdsouza/zoxide,2020-03-05T13:11:40Z,2026-02-27T21:47:26Z,2185,0,Rust,719,599,0.8331015299026425,243,37,33835,738
GorvGoyl/Clone-Wars,https://github.com/GorvGoyl/Clone-Wars,2020-12-02T11:10:16Z,2026-02-27T20:01:09Z,1913,0,,86,70,0.813953488372093,130,0,33833,3025
harness/harness,https://github.com/harness/harness,2014-02-07T07:54:44Z,2026-02-27T08:17:29Z,4403,0,Go,2017,1937,0.9603371343579573,1053,55,33826,2894
CMU-Perceptual-Computing-Lab/openpose,https://github.com/CMU-Perceptual-Computing-Lab/openpose,2017-04-24T14:06:31Z,2026-02-27T16:57:03Z,3231,0,C++,2006,1667,0.8310069790628115,174,15,33805,8052
halfrost/LeetCode-Go,https://github.com/halfrost/LeetCode-Go,2017-07-18T00:06:14Z,2026-02-27T13:17:30Z,3146,0,Go,82,64,0.7804878048780488,178,4,33804,5768
Pythagora-io/gpt-pilot,https://github.com/Pythagora-io/gpt-pilot,2023-08-16T11:56:07Z,2026-02-27T20:43:38Z,926,0,Python,553,314,0.5678119349005425,396,0,33801,3507
alibaba/easyexcel,https://github.com/alibaba/easyexcel,2018-02-06T03:14:08Z,2026-02-27T11:58:57Z,2943,0,Java,3620,3131,0.8649171270718232,190,14,33757,7637
jqlang/jq,https://github.com/jqlang/jq,2012-07-18T19:57:25Z,2026-02-27T21:36:55Z,4972,0,C,2320,1957,0.8435344827586206,670,15,33744,1703
1Panel-dev/1Panel,https://github.com/1Panel-dev/1Panel,2022-07-19T15:44:52Z,2026-02-27T21:40:28Z,1319,0,Go,6274,5867,0.9351291042397195,4654,108,33712,2983
Blankj/AndroidUtilCode,https://github.com/Blankj/AndroidUtilCode,2016-07-30T18:18:32Z,2026-02-27T10:26:21Z,3499,0,Java,1595,1283,0.8043887147335423,88,117,33710,10691
AFNetworking/AFNetworking,https://github.com/AFNetworking/AFNetworking,2011-05-31T21:28:44Z,2026-02-26T11:23:26Z,5386,1,Objective-C,0,0,,710,40,33692,10489
lllyasviel/ControlNet,https://github.com/lllyasviel/ControlNet,2023-02-01T02:43:30Z,2026-02-27T22:03:15Z,1122,0,Python,574,138,0.24041811846689895,5,0,33665,3000
carbon-language/carbon-lang,https://github.com/carbon-language/carbon-lang,2020-04-27T21:45:16Z,2026-02-27T19:40:55Z,2132,0,C++,791,613,0.7749683944374209,5013,600,33636,1525
ZuodaoTech/everyone-can-use-english,https://github.com/ZuodaoTech/everyone-can-use-english,2019-03-15T16:33:53Z,2026-02-27T20:41:34Z,2541,0,TypeScript,470,376,0.8,462,48,33634,4720
shadowsocks/shadowsocks,https://github.com/shadowsocks/shadowsocks,2012-04-20T13:10:49Z,2026-02-27T09:41:46Z,5061,0,Python,0,0,,70,2,33627,18283
filebrowser/filebrowser,https://github.com/filebrowser/filebrowser,2015-09-11T21:21:58Z,2026-02-27T20:44:42Z,3822,0,Go,2890,2864,0.9910034602076124,759,127,33585,3719
anthropics/claude-cookbooks,https://github.com/anthropics/claude-cookbooks,2023-08-15T20:23:51Z,2026-02-27T21:34:52Z,927,0,Jupyter Notebook,123,108,0.8780487804878049,145,0,33576,3516
XX-net/XX-Net,https://github.com/XX-net/XX-Net,2015-01-15T09:35:51Z,2026-02-26T13:52:30Z,4061,1,Python,13338,5417,0.40613285350127454,363,390,33442,7594
lib-pku/libpku,https://github.com/lib-pku/libpku,2018-11-22T13:33:06Z,2026-02-27T17:28:40Z,2654,0,TeX,43,32,0.7441860465116279,22,0,33329,8265
IceWhaleTech/CasaOS,https://github.com/IceWhaleTech/CasaOS,2021-09-26T02:33:09Z,2026-02-27T16:10:35Z,1615,0,Go,1676,895,0.5340095465393795,275,97,33290,1866
v2fly/v2ray-core,https://github.com/v2fly/v2ray-core,2019-04-15T10:05:54Z,2026-02-27T21:03:48Z,2510,0,Go,1074,1051,0.978584729981378,976,121,33278,4989
sxyazi/yazi,https://github.com/sxyazi/yazi,2023-07-08T11:45:55Z,2026-02-27T22:14:21Z,965,0,Rust,1693,1647,0.9728292971057295,1123,30,33263,714
bayandin/awesome-awesomeness,https://github.com/bayandin/awesome-awesomeness,2014-07-08T05:44:19Z,2026-02-27T15:55:51Z,4252,0,Ruby,69,52,0.7536231884057971,197,0,33252,3588
explosion/spaCy,https://github.com/explosion/spaCy,2014-07-03T15:15:40Z,2026-02-27T20:34:24Z,4257,0,Python,5742,5585,0.9726576105886451,3597,133,33251,4638
swc-project/swc,https://github.com/swc-project/swc,2017-12-22T11:40:14Z,2026-02-27T06:34:07Z,2989,0,Rust,4108,3735,0.9092015579357352,5876,777,33250,1370
asgeirtj/system_prompts_leaks,https://github.com/asgeirtj/system_prompts_leaks,2025-05-03T02:43:56Z,2026-02-27T22:06:46Z,300,0,HTML,0,0,,20,0,33212,5265
balena-io/etcher,https://github.com/balena-io/etcher,2015-10-27T16:53:23Z,2026-02-27T21:36:46Z,3776,0,TypeScript,2461,1850,0.7517269402681837,1731,289,33195,2329
pcottle/learnGitBranching,https://github.com/pcottle/learnGitBranching,2012-08-13T22:36:09Z,2026-02-27T18:41:00Z,4945,0,JavaScript,530,477,0.9,648,0,33174,5961
bilibili/ijkplayer,https://github.com/bilibili/ijkplayer,2013-06-03T04:12:04Z,2026-02-27T11:32:33Z,4652,0,C,5384,2547,0.47306835066864783,35,0,33122,8254
adobe/brackets,https://github.com/adobe/brackets,2011-12-07T21:14:40Z,2026-02-27T21:48:09Z,5196,0,JavaScript,9683,7066,0.7297325209129402,4332,69,33104,7528
immutable-js/immutable-js,https://github.com/immutable-js/immutable-js,2014-07-02T06:02:29Z,2026-02-27T19:03:50Z,4258,0,TypeScript,1266,1171,0.9249605055292259,619,90,33097,1775
keycloak/keycloak,https://github.com/keycloak/keycloak,2013-07-02T13:38:51Z,2026-02-27T21:00:54Z,4623,0,Java,17486,15219,0.870353425597621,19172,101,33055,8077
mckaywrigley/chatbot-ui,https://github.com/mckaywrigley/chatbot-ui,2023-03-11T14:53:14Z,2026-02-27T19:59:10Z,1084,0,TypeScript,1002,817,0.8153692614770459,281,0,33053,9465
awesome-foss/awesome-sysadmin,https://github.com/awesome-foss/awesome-sysadmin,2014-12-23T08:41:22Z,2026-02-27T22:09:02Z,4084,0,,105,90,0.8571428571428571,339,0,33019,1935
gulpjs/gulp,https://github.com/gulpjs/gulp,2013-07-04T05:26:06Z,2026-02-27T08:42:52Z,4621,0,JavaScript,1937,1907,0.9845121321631388,412,24,33014,4181
drizzle-team/drizzle-orm,https://github.com/drizzle-team/drizzle-orm,2021-06-24T09:03:05Z,2026-02-27T21:58:31Z,1709,0,TypeScript,3461,2230,0.6443224501589137,659,169,33005,1217
utmapp/UTM,https://github.com/utmapp/UTM,2019-04-12T16:09:24Z,2026-02-27T22:19:24Z,2513,0,Swift,3580,2607,0.7282122905027933,276,128,32998,1659
TabbyML/tabby,https://github.com/TabbyML/tabby,2023-03-16T09:18:01Z,2026-02-27T22:13:42Z,1079,0,Rust,988,753,0.7621457489878543,3000,249,32950,1688
SerenityOS/serenity,https://github.com/SerenityOS/serenity,2018-12-02T19:28:41Z,2026-02-27T22:09:39Z,2644,0,C++,4292,3570,0.831780055917987,19914,0,32939,3308
derailed/k9s,https://github.com/derailed/k9s,2019-01-25T18:46:02Z,2026-02-27T21:54:22Z,2590,0,Go,2280,2080,0.9122807017543859,956,257,32930,2101
shadowsocks/ShadowsocksX-NG,https://github.com/shadowsocks/ShadowsocksX-NG,2016-06-10T11:49:00Z,2026-02-27T22:12:28Z,3549,0,Swift,1360,1051,0.7727941176470589,64,30,32906,7855
wailsapp/wails,https://github.com/wailsapp/wails,2018-12-15T23:14:06Z,2026-02-27T21:39:52Z,2630,0,Go,2318,2092,0.902502157031924,1686,291,32898,1601
huggingface/diffusers,https://github.com/huggingface/diffusers,2022-05-30T16:04:02Z,2026-02-27T20:50:43Z,1369,0,Python,5234,4627,0.8840275124188002,5495,88,32890,6800
certbot/certbot,https://github.com/certbot/certbot,2014-11-12T02:52:20Z,2026-02-27T15:50:24Z,4125,0,Python,5519,5386,0.9759014314187353,4077,68,32868,3488
GyulyVGC/sniffnet,https://github.com/GyulyVGC/sniffnet,2022-07-31T21:55:56Z,2026-02-27T20:58:27Z,1307,0,Rust,314,267,0.8503184713375797,480,16,32863,1211
AdguardTeam/AdGuardHome,https://github.com/AdguardTeam/AdGuardHome,2016-07-06T10:31:47Z,2026-02-27T22:28:46Z,3523,0,Go,5918,4698,0.7938492734031768,125,229,32801,2256
ocrmypdf/OCRmyPDF,https://github.com/ocrmypdf/OCRmyPDF,2013-12-20T08:26:28Z,2026-02-27T20:40:45Z,4452,0,Python,1321,1185,0.8970476911430735,169,52,32783,2286
ibraheemdev/modern-unix,https://github.com/ibraheemdev/modern-unix,2021-01-12T00:50:14Z,2026-02-27T22:29:39Z,1872,0,,83,30,0.3614457831325301,15,0,32781,823
fish-shell/fish-shell,https://github.com/fish-shell/fish-shell,2012-05-10T03:00:55Z,2026-02-27T21:36:58Z,5041,0,Rust,8005,7517,0.9390381011867582,2192,62,32762,2229
zeromicro/go-zero,https://github.com/zeromicro/go-zero,2020-08-07T15:37:57Z,2026-02-27T21:07:10Z,2030,0,Go,1955,1783,0.9120204603580563,2434,149,32716,4289
firecracker-microvm/firecracker,https://github.com/firecracker-microvm/firecracker,2017-10-19T06:18:47Z,2026-02-27T22:22:49Z,3053,0,Rust,1485,1435,0.9663299663299664,3414,84,32710,2265
nothings/stb,https://github.com/nothings/stb,2014-05-25T16:51:23Z,2026-02-27T22:00:29Z,4296,0,C,933,715,0.7663451232583065,291,0,32703,8015
backstage/backstage,https://github.com/backstage/backstage,2020-01-24T22:39:49Z,2026-02-27T22:24:36Z,2225,0,TypeScript,7461,7169,0.9608631550730465,20293,494,32698,7122
google/comprehensive-rust,https://github.com/google/comprehensive-rust,2022-12-21T15:17:24Z,2026-02-27T20:51:12Z,1164,0,Rust,361,243,0.6731301939058172,2393,0,32678,1981
alibaba/nacos,https://github.com/alibaba/nacos,2018-06-15T06:49:27Z,2026-02-27T19:35:20Z,2814,0,Java,9466,9258,0.97802662159307,3298,88,32666,13260
khoj-ai/khoj,https://github.com/khoj-ai/khoj,2021-08-16T01:48:44Z,2026-02-27T21:26:50Z,1656,0,Python,567,486,0.8571428571428571,486,170,32648,1976
openai/CLIP,https://github.com/openai/CLIP,2020-12-16T11:24:42Z,2026-02-27T16:32:26Z,1899,0,Jupyter Notebook,442,192,0.4343891402714932,29,0,32648,3937
qier222/YesPlayMusic,https://github.com/qier222/YesPlayMusic,2020-10-09T10:04:21Z,2026-02-27T15:37:22Z,1967,0,Vue,1834,1200,0.6543075245365322,292,32,32602,4726
mli/paper-reading,https://github.com/mli/paper-reading,2021-10-22T06:34:51Z,2026-02-27T12:35:41Z,1589,0,,0,0,,15,0,32601,2780
binarywang/WxJava,https://github.com/binarywang/WxJava,2016-01-06T08:24:05Z,2026-02-27T16:42:53Z,3705,0,Java,2451,2433,0.99265605875153,1166,31,32578,9056
MonitorControl/MonitorControl,https://github.com/MonitorControl/MonitorControl,2017-09-16T21:13:40Z,2026-02-27T20:35:00Z,3086,0,Swift,1009,993,0.9841427155599604,220,26,32529,932
lutzroeder/netron,https://github.com/lutzroeder/netron,2010-12-26T12:53:43Z,2026-02-27T19:03:39Z,5542,0,JavaScript,1253,1236,0.9864325618515563,1,4,32494,3083
floating-ui/floating-ui,https://github.com/floating-ui/floating-ui,2016-03-29T17:00:47Z,2026-02-27T20:25:44Z,3622,0,TypeScript,1476,1443,0.9776422764227642,1205,499,32453,1677
restic/restic,https://github.com/restic/restic,2014-04-27T14:07:58Z,2026-02-27T22:20:59Z,4324,0,Go,2909,2468,0.8484015125472671,2318,49,32448,1721
yewstack/yew,https://github.com/yewstack/yew,2017-12-16T14:19:02Z,2026-02-27T08:29:27Z,2995,0,Rust,1264,1158,0.9161392405063291,1850,37,32446,1456
stanfordnlp/dspy,https://github.com/stanfordnlp/dspy,2023-01-09T21:01:51Z,2026-02-27T22:23:53Z,1145,0,Python,1506,1220,0.8100929614873837,1454,106,32445,2657
remix-run/remix,https://github.com/remix-run/remix,2020-10-26T19:57:28Z,2026-02-27T20:49:21Z,1950,0,TypeScript,2691,2659,0.9881085098476403,3650,327,32439,2729
beego/beego,https://github.com/beego/beego,2012-02-29T02:32:08Z,2026-02-27T21:19:53Z,5112,0,Go,3380,3379,0.9997041420118343,1326,42,32429,5617
open-mmlab/mmdetection,https://github.com/open-mmlab/mmdetection,2018-08-22T07:06:06Z,2026-02-27T13:26:23Z,2746,0,Python,8523,6753,0.7923266455473424,2359,53,32421,9853
ziadoz/awesome-php,https://github.com/ziadoz/awesome-php,2013-11-26T03:14:19Z,2026-02-27T20:35:01Z,4476,0,,155,153,0.9870967741935484,457,0,32396,5144
